Article ID - Female,Article ID - Male,degree - Female,degree - Male,FF citations,MF citations,FM citations,MM citations
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.78.034904,0,9,0,0,0,5
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.88.054902,0,2,0,0,0,2
10.1103/PhysRevC.66.064319,10.1103/PhysRevC.84.065810,0,24,0,0,3,5
10.1103/PhysRevC.93.025806,10.1103/PhysRevC.81.034909,6,66,1,1,3,40
10.1103/PhysRevC.93.025806,10.1103/PhysRevC.85.034901,6,42,1,1,0,28
10.1103/PhysRevC.93.025806,10.1103/PhysRevC.82.054906,6,5,1,1,0,2
10.1103/PhysRevC.93.025806,10.1103/PhysRevC.90.025202,6,7,1,1,1,3
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.81.034909,25,66,5,8,3,40
10.1103/PhysRevC.34.890,10.1103/PhysRevC.28.185,0,0,0,0,0,0
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.85.034901,25,42,5,8,0,28
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.82.054906,25,5,5,8,0,2
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.90.025202,25,7,5,8,1,3
10.1103/PhysRevC.86.045802,10.1103/PhysRevC.70.065804,6,12,3,1,0,3
10.1103/PhysRevC.86.045802,10.1103/PhysRevC.71.064303,6,8,3,1,2,1
10.1103/PhysRevC.86.045802,10.1103/PhysRevC.76.025801,6,15,3,1,1,2
10.1103/PhysRevC.88.034320,10.1103/PhysRevC.79.054007,7,14,2,0,1,0
10.1103/PhysRevC.94.015808,10.1103/PhysRevC.85.045808,0,6,0,0,1,0
10.1103/PhysRevC.91.055801,10.1103/PhysRevC.85.045808,11,6,1,2,1,0
10.1103/PhysRevC.72.068202,10.1103/PhysRevC.57.1492,2,15,0,1,0,6
10.1103/PhysRevC.71.037302,10.1103/PhysRevC.70.025801,8,14,2,2,0,1
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.76.021902,4,8,4,0,0,7
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.88.034307,2,5,1,0,0,3
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.85.034322,2,12,1,0,0,1
10.1103/PhysRevC.73.044317,10.1103/PhysRevC.72.064308,5,19,1,1,0,3
10.1103/PhysRevC.73.044317,10.1103/PhysRevC.70.025801,5,14,1,1,0,1
10.1103/PhysRevC.73.044317,10.1103/PhysRevC.73.044309,5,53,1,1,3,15
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.91.064607,2,4,1,0,0,2
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.70.025801,14,14,8,2,0,1
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.80.044324,2,5,1,0,0,3
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.26.2203,3,105,1,1,5,35
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.17.694,1,19,0,0,0,1
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.20.773,1,24,0,0,0,5
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.23.2203,1,2,0,0,0,1
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.87.051901,25,27,5,8,1,20
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.86.014908,25,3,5,8,0,2
10.1103/PhysRevC.93.044915,10.1103/PhysRevC.87.061901,0,6,0,0,2,0
10.1103/PhysRevC.89.014620,10.1103/PhysRevC.77.041302,0,18,0,0,1,3
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.87.061901,0,6,0,0,2,0
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.70.054324,2,15,1,0,2,4
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.70.014317,2,14,1,0,2,4
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.86.014908,25,3,5,8,0,2
10.1103/PhysRevC.91.065205,10.1103/PhysRevC.91.064902,3,14,0,0,2,3
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.83.044911,25,11,5,8,2,2
10.1103/PhysRevC.67.025203,10.1103/PhysRevC.83.045201,6,13,1,3,1,2
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.86.014908,25,3,5,8,0,2
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.81.034909,25,66,5,8,3,40
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.77.034911,25,12,5,8,0,11
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.76.024903,25,8,5,8,1,3
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.6.631,13,46,0,1,0,5
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.76.021902,4,8,4,0,0,7
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.75.064906,13,30,8,4,0,6
10.1103/PhysRevC.80.045808,10.1103/PhysRevC.40.865,10,26,2,2,0,9
10.1103/PhysRevC.83.064602,10.1103/PhysRevC.54.1177,1,8,0,0,0,0
10.1103/PhysRevC.83.064602,10.1103/PhysRevC.47.2213,1,11,0,0,0,1
10.1103/PhysRevC.80.045808,10.1103/PhysRevC.71.064303,10,8,2,2,2,1
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.80.041901,1,1,1,0,0,1
10.1103/PhysRevC.88.034320,10.1103/PhysRevC.79.054007,7,14,2,0,1,0
10.1103/PhysRevC.93.025806,10.1103/PhysRevC.91.055807,6,4,1,1,0,1
10.1103/PhysRevC.88.034320,10.1103/PhysRevC.86.044330,7,9,2,0,1,0
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.80.044324,2,5,1,0,0,3
10.1103/PhysRevC.93.054307,10.1103/PhysRevC.71.044607,0,2,0,0,0,2
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.71.044607,2,2,1,0,0,2
10.1103/PhysRevC.93.054307,10.1103/PhysRevC.59.853,0,40,0,0,0,7
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.59.853,2,40,1,0,0,7
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.85.034901,25,42,5,8,0,28
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.83.044910,25,4,5,8,0,3
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.82.054906,25,5,5,8,0,2
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.85.014911,25,53,5,8,2,23
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.89.044904,25,5,5,8,0,3
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.49.3035,2,45,1,0,1,9
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.72.064308,2,19,1,0,0,3
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.80.044324,2,5,1,0,0,3
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.52.2809,2,2,1,0,0,0
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.73.044309,2,53,1,0,3,15
10.1103/PhysRevC.83.064602,10.1103/PhysRevC.65.044601,1,20,0,0,0,13
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.65.045805,1,8,1,0,2,1
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.70.065804,1,12,1,0,0,3
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.77.015810,1,8,1,0,0,1
10.1103/PhysRevC.65.045805,10.1103/PhysRevC.83.045201,8,13,2,1,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.65.045805,2,8,1,1,2,1
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.86.044330,1,9,1,0,1,0
10.1103/PhysRevC.70.065804,10.1103/PhysRevC.83.045201,12,13,0,3,1,2
10.1103/PhysRevC.77.015810,10.1103/PhysRevC.83.045201,8,13,0,1,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.70.065804,2,12,1,1,0,3
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.77.015810,2,8,1,1,0,1
10.1103/PhysRevC.83.064602,10.1103/PhysRevC.54.2547,1,11,0,0,0,4
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.78.044608,1,7,1,0,0,3
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.86.014618,1,4,1,0,0,2
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.83.044911,4,11,4,0,2,2
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.83.044911,12,11,0,4,2,2
10.1103/PhysRevC.91.014315,10.1103/PhysRevC.69.014309,4,15,0,0,2,2
10.1103/PhysRevC.91.014315,10.1103/PhysRevC.90.054308,4,1,0,0,0,0
10.1103/PhysRevC.91.014315,10.1103/PhysRevC.85.044308,4,5,0,0,0,0
10.1103/PhysRevC.91.014315,10.1103/PhysRevC.83.044319,4,8,0,0,1,2
10.1103/PhysRevC.92.064326,10.1103/PhysRevC.69.014309,0,15,0,0,2,2
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.69.014309,7,15,2,0,2,2
10.1103/PhysRevC.92.064326,10.1103/PhysRevC.90.054308,0,1,0,0,0,0
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.83.044910,4,4,4,0,0,3
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.83.044910,12,4,0,4,0,3
10.1103/PhysRevC.92.064326,10.1103/PhysRevC.85.044308,0,5,0,0,0,0
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.85.044308,7,5,2,0,0,0
10.1103/PhysRevC.92.064326,10.1103/PhysRevC.83.044319,0,8,0,0,1,2
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.83.044319,7,8,2,0,1,2
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.80.041901,25,1,5,8,0,1
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.73.015805,1,0,1,0,0,0
10.1103/PhysRevC.73.015805,10.1103/PhysRevC.83.045201,0,13,0,0,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.73.015805,2,0,1,1,0,0
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.65.045805,1,8,1,0,2,1
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.55.1587,1,4,1,0,0,0
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.70.065804,1,12,1,0,0,3
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.64.025801,1,13,1,0,1,2
10.1103/PhysRevC.84.065804,10.1103/PhysRevC.77.015810,1,8,1,0,0,1
10.1103/PhysRevC.38.1297,10.1103/PhysRevC.49.R1747,57,2,1,10,0,2
10.1103/PhysRevC.65.045805,10.1103/PhysRevC.83.045201,8,13,2,1,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.65.045805,2,8,1,1,2,1
10.1103/PhysRevC.55.1587,10.1103/PhysRevC.83.045201,4,13,0,0,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.55.1587,2,4,1,1,0,0
10.1103/PhysRevC.70.065804,10.1103/PhysRevC.83.045201,12,13,0,3,1,2
10.1103/PhysRevC.64.025801,10.1103/PhysRevC.83.045201,13,13,1,2,1,2
10.1103/PhysRevC.77.015810,10.1103/PhysRevC.83.045201,8,13,0,1,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.70.065804,2,12,1,1,0,3
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.64.025801,2,13,1,1,1,2
10.1103/PhysRevC.86.045803,10.1103/PhysRevC.77.015810,2,8,1,1,0,1
10.1103/PhysRevC.10.2568,10.1103/PhysRevC.8.472,4,0,0,0,0,0
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.90.025202,25,7,5,8,1,3
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.77.024910,25,10,5,8,0,3
10.1103/PhysRevC.82.025801,10.1103/PhysRevC.81.025804,12,8,2,4,0,2
10.1103/PhysRevC.82.025801,10.1103/PhysRevC.71.064303,12,8,2,4,2,1
10.1103/PhysRevC.82.025801,10.1103/PhysRevC.80.014307,12,0,2,4,0,0
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.92.014908,0,7,0,0,1,4
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.68.054327,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.68.054327,5,0,0,1,0,0
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.81.034909,0,66,0,0,3,40
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.94.044902,0,0,0,0,0,0
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.77.034911,0,12,0,0,0,11
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.87.051901,0,27,0,0,1,20
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.83.044910,0,4,0,0,0,3
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.69.034903,0,81,0,0,2,47
10.1103/PhysRevC.94.064905,10.1103/PhysRevC.88.021903,0,16,0,0,1,10
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.71.064303,2,8,1,0,2,1
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.87.051901,25,27,5,8,1,20
10.1103/PhysRevC.87.011602,10.1103/PhysRevC.81.051601,4,7,0,0,0,0
10.1103/PhysRevC.87.011602,10.1103/PhysRevC.74.054611,4,1,0,0,0,0
10.1103/PhysRevC.87.011602,10.1103/PhysRevC.71.064303,4,8,0,0,2,1
10.1103/PhysRevC.87.011602,10.1103/PhysRevC.80.014307,4,0,0,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.71.064303,5,8,0,1,2,1
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.83.065801,5,3,0,1,0,1
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.88.021903,25,16,5,8,1,10
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.77.034907,4,6,4,0,0,6
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.76.021902,4,8,4,0,0,7
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.71.064303,3,8,1,1,2,1
10.1103/PhysRevC.71.064303,10.1103/PhysRevC.84.065810,8,24,2,1,3,5
10.1103/PhysRevC.80.045808,10.1103/PhysRevC.71.064303,10,8,2,2,2,1
10.1103/PhysRevC.71.064303,10.1103/PhysRevC.83.045201,8,13,2,1,1,2
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.80.014307,3,0,1,1,0,0
10.1103/PhysRevC.80.014307,10.1103/PhysRevC.84.065810,0,24,0,0,3,5
10.1103/PhysRevC.80.045808,10.1103/PhysRevC.80.014307,10,0,2,2,0,0
10.1103/PhysRevC.80.014307,10.1103/PhysRevC.83.045201,0,13,0,0,1,2
10.1103/PhysRevC.84.044910,10.1103/PhysRevC.80.052202,4,4,4,0,0,4
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.30.1680,7,15,0,3,0,12
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.51.1777,7,0,0,3,0,0
10.1103/PhysRevC.92.064326,10.1103/PhysRevC.85.044308,0,5,0,0,0,0
10.1103/PhysRevC.89.054915,10.1103/PhysRevC.71.064905,0,9,0,0,4,5
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.85.034901,25,42,5,8,0,28
10.1103/PhysRevC.90.034907,10.1103/PhysRevC.90.025202,25,7,5,8,1,3
10.1103/PhysRevC.89.054915,10.1103/PhysRevC.71.034905,0,7,0,0,2,5
10.1103/PhysRevC.89.024302,10.1103/PhysRevC.85.044308,9,5,2,0,0,0
10.1103/PhysRevC.93.054307,10.1103/PhysRevC.85.044308,0,5,0,0,0,0
10.1103/PhysRevC.91.034303,10.1103/PhysRevC.85.044308,1,5,0,0,0,0
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.78.014903,0,8,0,0,0,3
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.78.034908,0,24,0,0,2,20
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.88.044905,0,4,0,0,1,2
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.85.034901,0,42,0,0,0,28
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.80.044904,0,11,0,0,1,6
10.1103/PhysRevC.94.011901,10.1103/PhysRevC.74.064910,0,5,0,0,1,2
